word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved,evidence_confidence,jmdict_exact_form_reading,jmdict_writing_common,jmdict_reading_common,jmdict_waller_levels,level_conflict_with_jmdict_waller,jmdict_tags,jmdict_pos,jmdict_gloss,quality_decision,priority,quality_reason,source_check_decision,source_check_reason,pinned_tc_meaning,publish_level,level_status
丸っきり,まるっきり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,completely; perfectly; just as if,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,uk:word usually written using kana alone,adv:adverb (fukushi),completely; absolutely; totally; (not) at all,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
三,み,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,(num) three,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,味|実|巳|未|身,さん,さん|三,さん,N1|N5,さん|み|三|参|參|弎|３,yes,SINGLE_SOURCE,yes,yes,yes,N5,yes,参 is used in legal documents,num:numeric,three; 3,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
見積り,みつもり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,estimation; quotation,same-reading-different-writing|same-jmdict-entry,見積もり,,見積もり,みつもり,N2,みつもり|見積|見積もり|見積り,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),estimate; estimation; valuation; quotation,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
見舞,みまい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,enquiry; expression of sympathy; expression of concern,same-reading-different-writing|same-jmdict-entry,見舞い,,見舞い,みまい,N4,みまい|見舞|見舞い,yes,SINGLE_SOURCE,yes,no,yes,N3,yes,,n:noun (common) (futsuumeishi),visit (to someone affected by illness or misfortune); call; inquiry (about someone's health); expression of sympathy; letter of inquiry; letter of sympathy,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
六,む,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,(num) six,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,無,ろく,ろく|六,ろく,N1|N5,む|むう|ろく|六|陸|６,yes,SINGLE_SOURCE,yes,yes,no,N5,yes,陸 is used in legal documents,num:numeric,six; 6,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
向け,むけ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,for ~; oriented towards ~,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,"n-suf:noun, used as a suffix",intended for ...; oriented towards ...; aimed at ...,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
愛でたい,めでたい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,auspicious,same-reading-different-writing|same-jmdict-entry,めでたい|目出度い,,めでたい|目出度い,めでたい,N2|N3,めでたい|愛でたい|目出度い|芽出度い,yes,SINGLE_SOURCE,yes,no,yes,N2,yes,uk:word usually written using kana alone,adj-i:adjective (keiyoushi),happy; auspicious; propitious; joyous; naive,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
目途,めど,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"goal, outlook",same-reading-different-writing|same-jmdict-entry,めど|目処,,めど|目処,めど,N1|N2,めど|もくと|メド|目処|目途,yes,SINGLE_SOURCE,yes,no,yes,,no,uk:word usually written using kana alone,n:noun (common) (futsuumeishi),aim; goal; prospect; outlook,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
目眩,めまい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,dizziness; giddiness,same-reading-different-writing|same-jmdict-entry,眩暈,,眩暈,めまい,N2,めまい|目まい|目眩|目眩い|眩冒|眩暈,yes,SINGLE_SOURCE,yes,yes,yes,N2,yes,uk:word usually written using kana alone,n:noun (common) (futsuumeishi),dizziness; giddiness; vertigo,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
申込,もうしこみ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"application, request, proposal",same-reading-different-writing|same-jmdict-entry,申し込み,,申し込み,もうしこみ,N3,もうしこみ|申し込み|申込|申込み,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),application; entry; request; subscription; offer; proposal,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
若し,もし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,if; in case; supposing,same-reading-different-writing|same-jmdict-entry,もし,,もし,もし,N4,もし|若し,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,uk:word usually written using kana alone,adv:adverb (fukushi),if; in case; supposing,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
物置き,ものおき,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,storeroom,same-reading-different-writing|same-jmdict-entry,物置,,物置,ものおき,N1,ものおき|物置|物置き,yes,SINGLE_SOURCE,yes,no,yes,N2,yes,io:irregular okurigana usage,n:noun (common) (futsuumeishi),storage room; storeroom; lumber room,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
股,もも,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"thigh, femur",same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,もも|桃,また,もも,もも,N1,もも|股|腿,yes,SINGLE_SOURCE,yes,no,yes,N1,no,,n:noun (common) (futsuumeishi),thigh,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
問,もん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,problem; question,same-reading-different-writing,紋|門,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,ctr:counter|suf:suffix,counter for questions,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
夜行,やぎょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,walking around at night; night train; night travel,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,no,N2,yes,abbr:abbreviation,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,"night travel; walking around at night; night train; nightly procession of monsters, spirits, etc.",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
止むを得ない,やむをえない,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,cannot be helped; unavoidable,same-reading-different-writing|same-jmdict-entry,やむを得ない,,やむを得ない,やむをえない,N2,やむをえない|やむを得ない|已むを得ない|止むをえない|止むを得ない,yes,SINGLE_SOURCE,yes,no,yes,N2,yes,,"adj-i:adjective (keiyoushi)|exp:expressions (phrases, clauses, etc.)",cannot be helped; unavoidable,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
好い,よい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,good,same-reading-different-writing|same-jmdict-entry,宵|良い|酔い,,良い,よい,N5,えい|よい|佳い|吉い|善い|好い|宜い|良い,yes,SINGLE_SOURCE,yes,no,yes,N5,yes,"after the -masu stem of a verb | also いい (all senses) | as て(も)良い, と(も)良い, etc.; indicates permission or compromise",adj-i:adjective (keiyoushi)|suf:suffix,good; excellent; fine; nice; pleasant; agreeable,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
避ける,よける,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"to avoid (physical contact with; to ward off, to avert",same-writing-different-reading|same-jmdict-entry,,さける,避ける,さける,N2,さける|よける|避ける|除ける,yes,SINGLE_SOURCE,yes,yes,yes,N3,yes,,v1:Ichidan verb|vi:intransitive verb|vt:transitive verb,"to avoid (physical contact with); to avoid (situation); to evade (question, subject); to shirk (one's responsibilities); to ward off; to avert",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
流,りゅう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,styleof; method of; manner of,same-reading-different-writing,劉|竜,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,oft. after a number,suf:suffix,way; manner; style; fashion; mode; school (e.g. of flower arrangement),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
了,りょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,finish; completion; understanding,same-reading-different-writing,両|寮|量,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),finish; completion; the end,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
料,りょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,material; charge; rate,same-reading-different-writing,両|寮|量,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,"n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)",fee; charge; rate; material,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
連中,れんじゅう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,colleagues; company; a lot,same-writing-different-reading|same-jmdict-entry,,れんちゅう,連中,れんちゅう,N1,れんじゅう|れんちゅう|れんぢゅう|連中,yes,SINGLE_SOURCE,yes,yes,no,N1,no,familiar or derogatory,n:noun (common) (futsuumeishi),company; lot; people; bunch; gang; pack,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
ろくな,ろくな,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"satisfactory, decent",fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,uk:word usually written using kana alone | with neg. sentence,adj-pn:pre-noun adjectival (rentaishi),satisfactory; decent; good; proper; respectable,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
碌な,ろくな,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,satisfactory; decent,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,no,yes,N1,no,ateji:ateji (phonetic) reading | uk:word usually written using kana alone | with neg. sentence,adj-pn:pre-noun adjectival (rentaishi),satisfactory; decent; good; proper; respectable,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
碌に,ろくに,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,well; enough; sufficient,same-reading-different-writing|same-jmdict-entry,ろくに,,ろくに,ろくに,N1,ろくに|碌に|陸に,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,uk:word usually written using kana alone | with negative verb,adv:adverb (fukushi),(not) well; (not) properly; (not) enough; (not) sufficiently; (not) satisfactorily; (not) decently,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
割当,わりあて,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"allotment, allocation, quota",same-reading-different-writing|same-jmdict-entry,割り当て,,割り当て,わりあて,N1,かっとう|わりあて|割り当て|割当|割当て,yes,SINGLE_SOURCE,yes,no,yes,N1,no,,n:noun (common) (futsuumeishi),allotment; assignment; allocation; quota; rationing,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
割引き,わりびき,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,discount; reduction; rebate,same-reading-different-writing|same-jmdict-entry,割引,,割引,わりびき,N3,わりびき|割り引|割り引き|割引|割引き,yes,SINGLE_SOURCE,yes,no,yes,N2,yes,,ctr:counter|n:noun (common) (futsuumeishi),discount; reduction; rebate; tenths discounted; tenths reduced,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
伯母さん,おばさん,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt|waller,waller-derived,1,lexical,(hon) aunt,same-reading-different-writing|same-jmdict-entry,おばさん,,おばさん,おばさん,N5,おばさん|伯母さん|叔母さん,yes,SINGLE_SOURCE,yes,no,no,N5,no,fam:familiar language | hon:honorific or respectful (sonkeigo) language | uk:word usually written using kana alone | 伯母さん is older than one's parent and 叔母さん is younger,n:noun (common) (futsuumeishi),aunt,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N5,estimated-source-backed
不,ぶ,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,lexical,"un,non,negative prefix",same-reading-different-writing|same-jmdict-entry,分|無|部,,無,ぶ,N3,ぶ|不|無,yes,SINGLE_SOURCE,yes,no,no,N3,no,,pref:prefix,un-; non-; bad ...; poor ...,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N3,estimated-source-backed
おきのどくに,おきのどくに,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,,same-reading-different-writing|same-jmdict-entry,お気の毒に,,お気の毒に,おきのどくに,N2,おきのどくに|お気の毒に,yes,SINGLE_SOURCE,yes,no,no,N2,no,,"exp:expressions (phrases, clauses, etc.)",my sympathies; that's too bad; my condolences,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N2,estimated-source-backed
叔母さん,おばさん,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,(1) aunt; (2) middle-aged lady,same-reading-different-writing|same-jmdict-entry,おばさん,,おばさん,おばさん,N5,おばさん|伯母さん|叔母さん,yes,SINGLE_SOURCE,yes,no,no,N5,yes,fam:familiar language | hon:honorific or respectful (sonkeigo) language | uk:word usually written using kana alone | 伯母さん is older than one's parent and 叔母さん is younger,n:noun (common) (futsuumeishi),aunt,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N2,estimated-conflict
こらえる,こらえる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"to bear,to stand,to endure,to put up with",same-reading-different-writing|same-jmdict-entry,堪える,,堪える,こらえる,N2,こたえる|こらえる|堪える|怺える,yes,SINGLE_SOURCE,yes,no,no,N2,no,uk:word usually written using kana alone,v1:Ichidan verb|vt:transitive verb,to bear; to stand; to endure; to put up with; to restrain; to control,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N2,estimated-source-backed
すれちがう,すれちがう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"to pass by one another,to disagree",same-reading-different-writing|same-jmdict-entry,すれ違う|擦れ違う,,すれ違う|擦れ違う,すれちがう,N2,すれちがう|すれ違う|擦れ違う,yes,SINGLE_SOURCE,yes,no,no,N2,no,,v5u:Godan verb with 'u' ending|vi:intransitive verb,to pass (by) each other; to brush past; to miss (meeting) each other; to fail to meet; to be at odds; to clash,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N2,estimated-source-backed
あつらえる,あつらえる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"to give an order, to place an order",same-reading-different-writing|same-jmdict-entry,誂える,,誂える,あつらえる,N1,あつらえる|誂える,yes,SINGLE_SOURCE,yes,no,no,N1,no,uk:word usually written using kana alone,v1:Ichidan verb|vt:transitive verb,to give an order; to place an order; to have made to order,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N1,estimated-source-backed
含嗽,うがい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,gargle; rinse mouth,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,うがい|嗽,がんそう,うがい|含嗽,うがい|がんそう,N1|N3,うがい|がんそう|含嗽|含漱,yes,SINGLE_SOURCE,yes,no,no,N1,no,gikun:gikun (meaning as reading) or jukujikun (special kanji reading),n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,gargling; rinsing one's mouth,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N1,estimated-source-backed
お出でになる,おいでになる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to be,same-reading-different-writing|same-jmdict-entry,おいでになる,,おいでになる,おいでになる,N3,おいでになる|お出でになる|御出でになる,yes,SINGLE_SOURCE,yes,no,no,N4,yes,hon:honorific or respectful (sonkeigo) language | uk:word usually written using kana alone,"exp:expressions (phrases, clauses, etc.)|v5r:Godan verb with 'ru' ending",to be; to come; to go,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N1,estimated-conflict
少女,おとめ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,daughter; young lady; virgin,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,乙女,しょうじょ,乙女,おとめ,N1,おとめ|乙女|少女,yes,SINGLE_SOURCE,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),(young) girl; maiden; young lady,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N1,estimated-source-backed
かさばる,かさばる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,to be bulky,same-reading-different-writing|same-jmdict-entry,嵩張[かさば]る|嵩張る,,嵩張る,かさばる,N1,かさばる|かさ張る|嵩張る,yes,SINGLE_SOURCE,yes,no,no,N1,no,uk:word usually written using kana alone,v5r:Godan verb with 'ru' ending|vi:intransitive verb,to be bulky; to be unwieldy; to grow voluminous,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N1,estimated-source-backed
箇条書,かじょうがき,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"itemized form, itemization",same-reading-different-writing|same-jmdict-entry,箇条書き,,箇条書き,かじょうがき,N1,かじょうがき|個条書き|箇条書|箇条書き,yes,SINGLE_SOURCE,yes,no,no,N1,no,,n:noun (common) (futsuumeishi),itemized form; itemised form; itemization; itemisation,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N1,estimated-source-backed
噛る,かじる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to chew; to bite (at); to gnaw,same-reading-different-writing|same-jmdict-entry,かじる|齧る,,かじる|齧る,かじる,N2|N3,かじる|噛じる|噛る|囓る|齧る,yes,SINGLE_SOURCE,yes,no,no,N2,yes,uk:word usually written using kana alone,v5r:Godan verb with 'ru' ending|vt:transitive verb,to gnaw; to nibble; to bite; to munch; to crunch; to dabble in,ADD_VARIANT_AFTER_SOURCE_CHECK,P3,Valid exact JMdict variant but only one external reference family supports this JLPT listing. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.,APPROVE_DISTINCT_VARIANT_SOURCE_CHECK,exact JMdict variant verified; one external family supports the JLPT listing; keep as independent learnable surface form,,N1,estimated-conflict
